Metals Mix Method with IS longer cali	UNK	CHECK	10/13/2016 11:10:59 AM		MRC	Pb	QUANT	220.353	1	ppb	20.7	21.3									21.0	0.426	2.02	1						After Drift Correction	1.348859	1.375018									1.361938	0.0184974	1.36
Metals Mix Method with IS longer cali	UNK	QC	10/13/2016 11:17:43 AM		MRC	As	QUANT	193.759	1	ppb	10.1	12.6									11.3	1.76	15.49	1	 L					After Drift Correction	0.0871253	0.1353598									0.1112426	0.0341070	30.66
Metals Mix Method with IS longer cali	UNK	QC	10/13/2016 11:17:43 AM		MRC	Cd	QUANT	214.438	1	ppb	11.2	11.2									11.2	0.0249	0.22	1						After Drift Correction	8.598073	8.572470									8.585272	0.0181038	0.21
Metals Mix Method with IS longer cali	UNK	QC	10/13/2016 11:17:43 AM		MRC	Hg	QUANT	194.227	1	ppb	10.7	11.7									11.2	0.721	6.43	1	 L					After Drift Correction	0.5185590	0.5687233									0.5436412	0.0354715	6.52
Metals Mix Method with IS longer cali	UNK	QC	10/13/2016 11:17:43 AM		MRC	Pb	QUANT	220.353	1	ppb	10.4	8.72									9.56	1.18	12.40	1	 L					After Drift Correction	0.8996683	0.8268621									0.8632652	0.0514818	5.96
Metals Mix Method with IS longer cali	UNK	1-16-02223	10/13/2016 11:24:26 AM		MRC	As	QUANT	193.759	1	ppb	-82.5	173									45.1	180	400.45	1	 L					After Drift Correction	-0.1248840	-0.0753885									-0.1001362	0.0349986	34.95
Metals Mix Method with IS longer cali	UNK	1-16-02223	10/13/2016 11:24:26 AM		MRC	Cd	QUANT	214.438	1	ppb	-0.127	0.447									0.160	0.406	253.86	1	 L					After Drift Correction	0.4149652	0.4191400									0.4170526	0.0029520	0.71
Metals Mix Method with IS longer cali	UNK	1-16-02223	10/13/2016 11:24:26 AM		MRC	Hg	QUANT	194.227	1	ppb	-90.7	15.9									-37.4	75.4	201.62	1	 L					After Drift Correction	-0.0522802	0.0002228									-0.0260287	0.0371253	142.63
Metals Mix Method with IS longer cali	UNK	1-16-02223	10/13/2016 11:24:26 AM		MRC	Pb	QUANT	220.353	1	ppb	-129	-84.2									-107	31.9	29.89	1	 L					After Drift Correction	0.3917899	0.4114015									0.4015957	0.0138675	3.45
Metals Mix Method with IS longer cali	UNK	1-16-02224	10/13/2016 11:31:10 AM		MRC	As	QUANT	193.759	1	ppb	-211	-198									-205	9.50	4.64	1	 L					After Drift Correction	-0.1498889	-0.1472830									-0.1485860	0.0018427	1.24
Metals Mix Method with IS longer cali	UNK	1-16-02224	10/13/2016 11:31:10 AM		MRC	Cd	QUANT	214.438	1	ppb	-0.330	-0.222									-0.276	0.0767	27.77	1	 L					After Drift Correction	0.4134878	0.4142764									0.4138821	0.0005576	0.13
Metals Mix Method with IS longer cali	UNK	1-16-02224	10/13/2016 11:31:10 AM		MRC	Hg	QUANT	194.227	1	ppb	126	38.3									82.2	62.0	75.52	1	 L					After Drift Correction	0.0544242	0.0112319									0.0328281	0.0305415	93.03
Metals Mix Method with IS longer cali	UNK	1-16-02224	10/13/2016 11:31:10 AM		MRC	Pb	QUANT	220.353	1	ppb	-81.2	-73.2									-77.2	5.68	7.35	1	 L					After Drift Correction	0.4126882	0.4161782									0.4144332	0.0024678	0.60
Metals Mix Method with IS longer cali	UNK	1-16-02225	10/13/2016 11:37:54 AM		MRC	As	QUANT	193.759	1	ppb	22.7	-120									-48.8	101	207.30	1	 L					After Drift Correction	-0.1044680	-0.1322092									-0.1183386	0.0196160	16.58
Metals Mix Method with IS longer cali	UNK	1-16-02225	10/13/2016 11:37:54 AM		MRC	Cd	QUANT	214.438	1	ppb	3.87	11.4									7.66	5.36	69.91	1	 L					After Drift Correction	0.4440667	0.4991536									0.4716101	0.0389523	8.26
Metals Mix Method with IS longer cali	UNK	1-16-02225	10/13/2016 11:37:54 AM		MRC	Hg	QUANT	194.227	1	ppb	-5.63	-48.6									-27.1	30.4	112.03	1	 L					After Drift Correction	-0.0103866	-0.0315169									-0.0209517	0.0149414	71.31
Metals Mix Method with IS longer cali	UNK	1-16-02225	10/13/2016 11:37:54 AM		MRC	Pb	QUANT	220.353	1	ppb	-167	-0.846									-83.9	117	139.99	1	 L					After Drift Correction	0.3754606	0.4476201									0.4115404	0.0510245	12.40
Metals Mix Method with IS longer cali	UNK	1-16-02226	10/13/2016 11:44:40 AM		MRC	As	QUANT	193.759	1	ppb	-121	-124									-122	1.86	1.52	1	 L					After Drift Correction	-0.1323630	-0.1328724									-0.1326177	0.0003603	0.27
Metals Mix Method with IS longer cali	UNK	1-16-02226	10/13/2016 11:44:40 AM		MRC	Cd	QUANT	214.438	1	ppb	-19.4	1.36									-9.01	14.7	162.70	1	 L					After Drift Correction	0.2750159	0.4257465									0.3503812	0.1065826	30.42
Metals Mix Method with IS longer cali	UNK	1-16-02226	10/13/2016 11:44:40 AM		MRC	Hg	QUANT	194.227	1	ppb	-107	-41.6									-74.1	46.0	62.06	1	 L					After Drift Correction	-0.0601032	-0.0280860									-0.0440946	0.0226396	51.34
Metals Mix Method with IS longer cali	UNK	1-16-02226	10/13/2016 11:44:40 AM		MRC	Pb	QUANT	220.353	1	ppb	34.4	-1.36									16.5	25.3	153.03	1	 L					After Drift Correction	0.4629445	0.4473983									0.4551714	0.0109929	2.42
Metals Mix Method with IS longer cali	UNK	1-16-02227	10/13/2016 11:51:25 AM		MRC	As	QUANT	193.759	1	ppb	-48.4	-46.9									-47.7	1.09	2.29	1	 L					After Drift Correction	-0.1182703	-0.1179710									-0.1181207	0.0002117	0.18
Metals Mix Method with IS longer cali	UNK	1-16-02227	10/13/2016 11:51:25 AM		MRC	Cd	QUANT	214.438	1	ppb	-4.75	-13.4									-9.10	6.14	67.52	1	 L					After Drift Correction	0.3813191	0.3181475									0.3497333	0.0446691	12.77
Metals Mix Method with IS longer cali	UNK	1-16-02227	10/13/2016 11:51:25 AM		MRC	Hg	QUANT	194.227	1	ppb	122	-24.5									48.6	103	212.66	1	 L					After Drift Correction	0.0523425	-0.0196781									0.0163322	0.0509262	311.81
Metals Mix Method with IS longer cali	UNK	1-16-02227	10/13/2016 11:51:25 AM		MRC	Pb	QUANT	220.353	1	ppb	-260	-262									-261	1.87	0.72	1	 L					After Drift Correction	0.3351655	0.3340174									0.3345914	0.0008118	0.24
Metals Mix Method with IS longer cali	UNK	1-16-02228	10/13/2016 11:58:08 AM		MRC	As	QUANT	193.759	1	ppb	-181	39.2									-70.8	156	219.66	1	 L					After Drift Correction	-0.1439593	-0.1012743									-0.1226168	0.0301828	24.62
Metals Mix Method with IS longer cali	UNK	1-16-02228	10/13/2016 11:58:08 AM		MRC	Cd	QUANT	214.438	1	ppb	4.36	-13.0									-4.34	12.3	283.24	1	 L					After Drift Correction	0.4475751	0.3210120									0.3842936	0.0894936	23.29
Metals Mix Method with IS longer cali	UNK	1-16-02228	10/13/2016 11:58:08 AM		MRC	Hg	QUANT	194.227	1	ppb	-39.3	-23.9									-31.6	10.9	34.52	1	 L					After Drift Correction	-0.0269758	-0.0193790									-0.0231774	0.0053718	23.18
Metals Mix Method with IS longer cali	UNK	1-16-02228	10/13/2016 11:58:08 AM		MRC	Pb	QUANT	220.353	1	ppb	30.1	-53.7									-11.8	59.2	502.90	1	 L					After Drift Correction	0.4610673	0.4246743									0.4428708	0.0257337	5.81
Metals Mix Method with IS longer cali	UNK	1-16-02229	10/13/2016 12:04:52 PM		MRC	As	QUANT	193.759	1	ppb	-21.4	-106									-63.8	60.0	94.04	1	 L					After Drift Correction	-0.1130208	-0.1294713									-0.1212460	0.0116323	9.59
Metals Mix Method with IS longer cali	UNK	1-16-02229	10/13/2016 12:04:52 PM		MRC	Cd	QUANT	214.438	1	ppb	3.63	-14.2									-5.31	12.6	238.24	1	 L					After Drift Correction	0.4423085	0.3122891									0.3772988	0.0919375	24.37
Metals Mix Method with IS longer cali	UNK	1-16-02229	10/13/2016 12:04:52 PM		MRC	Hg	QUANT	194.227	1	ppb	37.7	-22.2									7.77	42.4	545.14	1	 L					After Drift Correction	0.0109530	-0.0185335									-0.0037902	0.0208502	550.10
Metals Mix Method with IS longer cali	UNK	1-16-02229	10/13/2016 12:04:52 PM		MRC	Pb	QUANT	220.353	1	ppb	-112	-93.3									-103	13.4	13.05	1	 L					After Drift Correction	0.3992335	0.4074693									0.4033514	0.0058236	1.44
Metals Mix Method with IS longer cali	UNK	1-16-02230	10/13/2016 12:11:36 PM		MRC	As	QUANT	193.759	1	ppb	-64.2	-253									-159	134	84.19	1	 L					After Drift Correction	-0.1213322	-0.1579814									-0.1396568	0.0259149	18.56
Metals Mix Method with IS longer cali	UNK	1-16-02230	10/13/2016 12:11:36 PM		MRC	Cd	QUANT	214.438	1	ppb	-9.82	-6.31									-8.06	2.48	30.82	1	 L					After Drift Correction	0.3444601	0.3700202									0.3572402	0.0180737	5.06
Metals Mix Method with IS longer cali	UNK	1-16-02230	10/13/2016 12:11:36 PM		MRC	Hg	QUANT	194.227	1	ppb	24.4	-24.6									-0.0941	34.6	36795.18	1	 L					After Drift Correction	0.0043878	-0.0197103									-0.0076613	0.0170399	222.42
Metals Mix Method with IS longer cali	UNK	1-16-02230	10/13/2016 12:11:36 PM		MRC	Pb	QUANT	220.353	1	ppb	-152	-198									-175	32.5	18.55	1	 L					After Drift Correction	0.3818477	0.3618784									0.3718631	0.0141204	3.80
Metals Mix Method with IS longer cali	UNK	1-16-02231	10/13/2016 12:18:20 PM		MRC	As	QUANT	193.759	1	ppb	-280	-127									-204	108	53.07	1	 L					After Drift Correction	-0.1632877	-0.1335923									-0.1484400	0.0209978	14.15
Metals Mix Method with IS longer cali	UNK	1-16-02231	10/13/2016 12:18:20 PM		MRC	Cd	QUANT	214.438	1	ppb	-4.83	-20.2									-12.5	10.8	86.73	1	 L					After Drift Correction	0.3807295	0.2692308									0.3249802	0.0788415	24.26
Metals Mix Method with IS longer cali	UNK	1-16-02231	10/13/2016 12:18:20 PM		MRC	Hg	QUANT	194.227	1	ppb	49.4	-7.14									21.1	40.0	189.26	1	 L					After Drift Correction	0.0166836	-0.0111302									0.0027767	0.0196673	708.30
Metals Mix Method with IS longer cali	UNK	1-16-02231	10/13/2016 12:18:20 PM		MRC	Pb	QUANT	220.353	1	ppb	-130	-198									-164	47.9	29.23	1	 L					After Drift Correction	0.3915186	0.3620956									0.3768071	0.0208052	5.52
Metals Mix Method with IS longer cali	UNK	1-16-02232	10/13/2016 12:25:06 PM		MRC	As	QUANT	193.759	1	ppb	-95.8	-108									-102	8.44	8.30	1	 L					After Drift Correction	-0.1274514	-0.1297675									-0.1286095	0.0016377	1.27
Metals Mix Method with IS longer cali	UNK	1-16-02232	10/13/2016 12:25:06 PM		MRC	Cd	QUANT	214.438	1	ppb	-21.0	-19.6									-20.3	0.954	4.70	1	 L					After Drift Correction	0.2633122	0.2731280									0.2682201	0.0069408	2.59
Metals Mix Method with IS longer cali	UNK	1-16-02232	10/13/2016 12:25:06 PM		MRC	Hg	QUANT	194.227	1	ppb	-3.65	-26.1									-14.9	15.9	106.74	1	 L					After Drift Correction	-0.0094133	-0.0204843									-0.0149488	0.0078284	52.37
Metals Mix Method with IS longer cali	UNK	1-16-02232	10/13/2016 12:25:06 PM		MRC	Pb	QUANT	220.353	1	ppb	-166	-115									-141	35.9	25.47	1	 L					After Drift Correction	0.3757901	0.3978289									0.3868095	0.0155838	4.03
Metals Mix Method with IS longer cali	UNK	1-16-02233	10/13/2016 12:31:50 PM		MRC	As	QUANT	193.759	1	ppb	-50.4	9.85									-20.3	42.6	210.08	1	 L					After Drift Correction	-0.1186598	-0.1069651									-0.1128124	0.0082694	7.33
Metals Mix Method with IS longer cali	UNK	1-16-02233	10/13/2016 12:31:50 PM		MRC	Cd	QUANT	214.438	1	ppb	-18.6	-4.92									-11.8	9.70	82.36	1	 L					After Drift Correction	0.2803267	0.3801087									0.3302177	0.0705566	21.37
Metals Mix Method with IS longer cali	UNK	1-16-02233	10/13/2016 12:31:50 PM		MRC	Hg	QUANT	194.227	1	ppb	74.1	-32.0									21.1	75.0	356.09	1	 L					After Drift Correction	0.0288449	-0.0233467									0.0027491	0.0369050	1342.43
Metals Mix Method with IS longer cali	UNK	1-16-02233	10/13/2016 12:31:50 PM		MRC	Pb	QUANT	220.353	1	ppb	-312	-137									-224	123	54.97	1	 L					After Drift Correction	0.3125364	0.3883670									0.3504517	0.0536204	15.30
Metals Mix Method with IS longer cali	UNK	1-16-02234	10/13/2016 12:38:34 PM		MRC	As	QUANT	193.759	1	ppb	-30.6	-28.6									-29.6	1.42	4.79	1	 L					After Drift Correction	-0.1148078	-0.1144191									-0.1146134	0.0002749	0.24
Metals Mix Method with IS longer cali	UNK	1-16-02234	10/13/2016 12:38:34 PM		MRC	Cd	QUANT	214.438	1	ppb	-2.06	5.22									1.58	5.15	326.36	1	 L					After Drift Correction	0.4008872	0.4538364									0.4273618	0.0374407	8.76
Metals Mix Method with IS longer cali	UNK	1-16-02234	10/13/2016 12:38:34 PM		MRC	Hg	QUANT	194.227	1	ppb	-30.5	-112									-71.2	57.5	80.77	1	 L					After Drift Correction	-0.0226377	-0.0626500									-0.0426439	0.0282930	66.35
Metals Mix Method with IS longer cali	UNK	1-16-02234	10/13/2016 12:38:34 PM		MRC	Pb	QUANT	220.353	1	ppb	-27.3	-103									-65.1	53.4	82.03	1	 L					After Drift Correction	0.4361074	0.4032880									0.4196977	0.0232068	5.53
Metals Mix Method with IS longer cali	UNK	test	10/17/2016 11:48:13 AM		MRC	As	QUANT	193.759	1	ppb	4.62	4.24									4.43	0.271	6.12	1	 L					After Drift Correction	-0.0191700	-0.0266078									-0.0228889	0.0052593	22.98
Metals Mix Method with IS longer cali	UNK	test	10/17/2016 11:48:13 AM		MRC	Cd	QUANT	214.438	1	ppb	3.86	3.92									3.89	0.0452	1.16	1						After Drift Correction	3.223375	3.269878									3.246627	0.0328827	1.01
Metals Mix Method with IS longer cali	UNK	test	10/17/2016 11:48:13 AM		MRC	Hg	QUANT	194.227	1	ppb	4.20	4.54									4.37	0.244	5.59	1	 L					After Drift Correction	0.1989611	0.2159763									0.2074687	0.0120316	5.80
Metals Mix Method with IS longer cali	UNK	test	10/17/2016 11:48:13 AM		MRC	Pb	QUANT	220.353	1	ppb	1.02	0.0340									0.529	0.700	132.34	1	 L					After Drift Correction	0.4925036	0.4494642									0.4709839	0.0304335	6.46
Metals Mix Method with IS longer cali	UNK	qc	10/17/2016 11:54:57 AM		MRC	As	QUANT	193.759	1	ppb	11.0	9.60									10.3	0.971	9.44	1	 L					After Drift Correction	0.1039187	0.0772786									0.0905987	0.0188374	20.79
Metals Mix Method with IS longer cali	UNK	qc	10/17/2016 11:54:57 AM		MRC	Cd	QUANT	214.438	1	ppb	11.0	10.9									10.9	0.0866	0.79	1						After Drift Correction	8.397928	8.308858									8.353393	0.0629818	0.75
Metals Mix Method with IS longer cali	UNK	qc	10/17/2016 11:54:57 AM		MRC	Hg	QUANT	194.227	1	ppb	11.8	12.0									11.9	0.155	1.31	1	 L					After Drift Correction	0.5709119	0.5817217									0.5763168	0.0076437	1.33
Metals Mix Method with IS longer cali	UNK	qc	10/17/2016 11:54:57 AM		MRC	Pb	QUANT	220.353	1	ppb	8.73	8.68									8.70	0.0362	0.42	1	 L					After Drift Correction	0.8272743	0.8250497									0.8261620	0.0015730	0.19
Metals Mix Method with IS longer cali	UNK	1-16-02241-001	10/17/2016 12:01:41 PM		MRC	As	QUANT	193.759	1	ppb	258	222									240	25.5	10.63	1	 L					After Drift Correction	-0.0588289	-0.0658280									-0.0623285	0.0049491	7.94
Metals Mix Method with IS longer cali	UNK	1-16-02241-001	10/17/2016 12:01:41 PM		MRC	Cd	QUANT	214.438	1	ppb	7.30	5.62									6.46	1.19	18.41	1	 L					After Drift Correction	0.4689901	0.4567600									0.4628751	0.0086480	1.87
Metals Mix Method with IS longer cali	UNK	1-16-02241-001	10/17/2016 12:01:41 PM		MRC	Hg	QUANT	194.227	1	ppb	89.9	73.8									81.9	11.4	13.95	1	 L					After Drift Correction	0.0366647	0.0287113									0.0326880	0.0056239	17.20
Metals Mix Method with IS longer cali	UNK	1-16-02241-001	10/17/2016 12:01:41 PM		MRC	Pb	QUANT	220.353	1	ppb	-229	-337									-283	76.6	27.07	1	 L					After Drift Correction	0.3485028	0.3014061									0.3249544	0.0333024	10.25
Metals Mix Method with IS longer cali	UNK	1-16-02249-001	10/17/2016 12:08:25 PM		MRC	As	QUANT	193.759	1	ppb	94.1	69.1									81.6	17.7	21.69	1	 L					After Drift Correction	-0.0906121	-0.0954688									-0.0930405	0.0034342	3.69
Metals Mix Method with IS longer cali	UNK	1-16-02249-001	10/17/2016 12:08:25 PM		MRC	Cd	QUANT	214.438	1	ppb	-18.4	-23.4									-20.9	3.55	16.99	1	 L					After Drift Correction	0.2823115	0.2458354									0.2640734	0.0257925	9.77
Metals Mix Method with IS longer cali	UNK	1-16-02249-001	10/17/2016 12:08:25 PM		MRC	Hg	QUANT	194.227	1	ppb	42.5	113									77.8	49.8	64.06	1	 L					After Drift Correction	0.0133269	0.0480047									0.0306658	0.0245209	79.96
Metals Mix Method with IS longer cali	UNK	1-16-02249-001	10/17/2016 12:08:25 PM		MRC	Pb	QUANT	220.353	1	ppb	99.3	24.1									61.7	53.2	86.15	1	 L					After Drift Correction	0.4911464	0.4584698									0.4748081	0.0231058	4.87
Metals Mix Method with IS longer cali	UNK	1-16-02250-001	10/17/2016 12:15:09 PM		MRC	As	QUANT	193.759	1	ppb	-197	-10.1									-104	132	127.63	1	 L					After Drift Correction	-0.1471490	-0.1108383									-0.1289936	0.0256755	19.90
Metals Mix Method with IS longer cali	UNK	1-16-02250-001	10/17/2016 12:15:09 PM		MRC	Cd	QUANT	214.438	1	ppb	3.72	5.33									4.53	1.14	25.22	1	 L					After Drift Correction	0.4429342	0.4546721									0.4488032	0.0082999	1.85
Metals Mix Method with IS longer cali	UNK	1-16-02250-001	10/17/2016 12:15:09 PM		MRC	Hg	QUANT	194.227	1	ppb	11.7	146									78.6	94.7	120.41	1	 L					After Drift Correction	-0.0018620	0.0640572									0.0310976	0.0466119	149.89
Metals Mix Method with IS longer cali	UNK	1-16-02250-001	10/17/2016 12:15:09 PM		MRC	Pb	QUANT	220.353	1	ppb	-332	-277									-304	38.7	12.70	1	 L					After Drift Correction	0.3038464	0.3276059									0.3157262	0.0168005	5.32
Metals Mix Method with IS longer cali	UNK	1-16-02255-001	10/17/2016 12:21:53 PM		MRC	As	QUANT	193.759	1	ppb	-63.9	-167									-115	73.0	63.19	1	 L					After Drift Correction	-0.1212677	-0.1412860									-0.1312769	0.0141550	10.78
Metals Mix Method with IS longer cali	UNK	1-16-02255-001	10/17/2016 12:21:53 PM		MRC	Cd	QUANT	214.438	1	ppb	7.57	-17.4									-4.94	17.7	358.42	1	 L					After Drift Correction	0.4709777	0.2889995									0.3799886	0.1286780	33.86
Metals Mix Method with IS longer cali	UNK	1-16-02255-001	10/17/2016 12:21:53 PM		MRC	Hg	QUANT	194.227	1	ppb	-12.7	-110									-61.1	68.5	112.13	1	 L					After Drift Correction	-0.0138447	-0.0615471									-0.0376959	0.0337307	89.48
Metals Mix Method with IS longer cali	UNK	1-16-02255-001	10/17/2016 12:21:53 PM		MRC	Pb	QUANT	220.353	1	ppb	-433	-539									-486	75.1	15.45	1	 L					After Drift Correction	0.2598658	0.2137178									0.2367918	0.0326315	13.78
Metals Mix Method with IS longer cali	UNK	1-16-02256-001	10/17/2016 12:28:37 PM		MRC	As	QUANT	193.759	1	ppb	141	-318									-88.7	325	365.80	1	 L					After Drift Correction	-0.0815630	-0.1706187									-0.1260909	0.0629719	49.94
Metals Mix Method with IS longer cali	UNK	1-16-02256-001	10/17/2016 12:28:37 PM		MRC	Cd	QUANT	214.438	1	ppb	22.0	-2.35									9.84	17.2	175.18	1	 L					After Drift Correction	0.5761730	0.3987995									0.4874863	0.1254220	25.73
Metals Mix Method with IS longer cali	UNK	1-16-02256-001	10/17/2016 12:28:37 PM		MRC	Hg	QUANT	194.227	1	ppb	78.7	42.0									60.3	25.9	42.95	1	 L					After Drift Correction	0.0311057	0.0130647									0.0220852	0.0127569	57.76
